scope,group,n,weighted_share,age_mean,income_mean,commute_mean,children_share,female_share
full_2020_2026_desired_wfh_sample,planned_missing,48215,0.1605021357536316,46.86024475097656,41.02883529663086,25.872228622436523,0.30184943450353624,0.5779320297663623
full_2020_2026_desired_wfh_sample,planned_observed,341058,0.8394979238510132,41.90047836303711,58.3551025390625,27.317249298095703,0.43252562584848525,0.44535749002527897
job_satisfaction_2025_2026_sample,planned_missing,1326,0.03990356624126434,44.9968147277832,54.253150939941406,26.50797462463379,0.3755929539216379,0.4910626174359219
job_satisfaction_2025_2026_sample,planned_observed,37434,0.9600964188575745,41.90386962890625,60.21955490112305,27.762798309326172,0.44847481183740345,0.44231345136077255
