sample,n,weighted_dissatisfaction,weighted_under_remote,age_mean,income_mean,commute_mean,female_share,children_share
excluded_in_complete_case,22079,0.1452466936536923,0.296904272813416,41.927276611328125,60.429378509521484,24.425731658935547,0.4460667106290121,0.43734381195424904
complete_case,15355,0.1528545632457091,0.33288635690053026,41.870052337646484,59.91646194458008,27.781661987304688,0.43689194872203796,0.46455330280362456
