model,term,estimate,ci_low,ci_high,n
continuous_gap_weighted_lpm,under_gap_planned,0.03479013227464499,0.02919799781047344,0.040382266738816536,15434
continuous_gap_weighted_lpm,over_gap_days,0.010482745045136032,-0.0008083212751139046,0.02177381136538597,15434
