desired_wfh_days,planned_wfh_days,predicted_dissatisfaction,nearest_quarter_desired,nearest_quarter_planned,nearest_cell_n
2.9166666666666665,4.916666666666666,0.09984761686845584,3.0,5.0,70
2.9166666666666665,5.0,0.09860170474688192,3.0,5.0,70
3.0,0.0,0.2044767182021758,3.0,0.0,734
3.0,0.08333333333333333,0.20222984281388,3.0,0.0,734
3.0,0.16666666666666666,0.199998827505538,3.0,0.25,0
3.0,0.25,0.1977836722771498,3.0,0.25,0
3.0,0.3333333333333333,0.19558437712871538,3.0,0.25,0
3.0,0.41666666666666663,0.19340094206023478,3.0,0.5,0
3.0,0.5,0.191233367071708,3.0,0.5,0
3.0,0.5833333333333333,0.189081652163135,3.0,0.5,0
3.0,0.6666666666666666,0.18694579733451586,3.0,0.75,0
3.0,0.75,0.1848258025858505,3.0,0.75,0
3.0,0.8333333333333333,0.18272166791713892,3.0,0.75,0
3.0,0.9166666666666666,0.1806333933283812,3.0,1.0,92
3.0,1.0,0.1785609788195773,3.0,1.0,92
3.0,1.0833333333333333,0.1765044243907272,3.0,1.0,92
3.0,1.1666666666666665,0.17446373004183086,3.0,1.25,0
3.0,1.25,0.17243889577288835,3.0,1.25,0
3.0,1.3333333333333333,0.17042992158389964,3.0,1.25,0
3.0,1.4166666666666665,0.16843680747486475,3.0,1.5,0
3.0,1.5,0.1664595534457837,3.0,1.5,0
3.0,1.5833333333333333,0.16449815949665642,3.0,1.5,0
3.0,1.6666666666666665,0.16255262562748296,3.0,1.75,0
3.0,1.75,0.1606229518382633,3.0,1.75,0
3.0,1.8333333333333333,0.1587091381289975,3.0,1.75,0
3.0,1.9166666666666665,0.15681118449968548,3.0,2.0,380
3.0,2.0,0.15492909095032725,3.0,2.0,380
3.0,2.083333333333333,0.15306285748092283,3.0,2.0,380
3.0,2.1666666666666665,0.15121248409147223,3.0,2.25,0
3.0,2.25,0.14937797078197543,3.0,2.25,0
3.0,2.333333333333333,0.14755931755243246,3.0,2.25,0
3.0,2.4166666666666665,0.14575652440284326,3.0,2.5,50
3.0,2.5,0.14396959133320789,3.0,2.5,50
3.0,2.583333333333333,0.14219851834352637,3.0,2.5,50
3.0,2.6666666666666665,0.14044330543379863,3.0,2.75,118
3.0,2.75,0.1387039526040247,3.0,2.75,118
3.0,2.833333333333333,0.13698045985420457,3.0,2.75,118
3.0,2.9166666666666665,0.13527282718433822,3.0,3.0,620
3.0,3.0,0.13358105459442574,3.0,3.0,620
