rule,roc_auc,pr_auc,precision_at_10,recall_at_10,lift_at_10
absolute_gap_rule,0.6147957493673092,0.16877812242755497,0.21490280777537796,0.1802536231884058,1.8011736235014242
under_remote_directional_rule,0.6124421663723298,0.17107965405237274,0.23218142548596113,0.1947463768115942,1.9459916032804334
additive_support_rule,0.6195751657089605,0.17554671350550652,0.2084233261339093,0.17481884057971014,1.746866881084296
